CLUE,TITLE,FEN,SOLUTION
White to move.,"Alexander Riazantsev vs Artem Iljin, St. Petersburg, 1997",5qrk/5p1n/pp3p1Q/2pPp3/2P1P1rN/2P4R/P5P1/2B3K1 w - - 1 0,1. Ng6+ R4xg6 2. Qxh7# 
White to move.,"Jonathan Rowson vs John Richardson, Staffordshire, 1997",3rk2r/p1qn1pp1/1p2pb1p/7P/2Pp4/B1P1QP2/P1B1KP2/3R3R w k - 1 0,1. Qxe6+ fxe6 2. Bg6# 
White to move.,"Boris Spassky vs G Gilquin, Bastia, 1997",r3kb1r/q5pp/p1p1Bnn1/1p2Q3/8/2N2PBP/PPP5/2KRR3 w - - 1 0,1. Bf7+ Kxf7 2. Qe6#
White to move.,"Lazaro Bruzon vs Thomas Willemze, Marina d'Or, 1998",rq3rk1/3n1pp1/pb4n1/3N2P1/1pB1QP2/4B3/PP6/2KR3R w - - 1 0,1. Ne7+ Nxe7 2. Qh7#
White to move.,"Emil Sutovsky vs Bogdan Grabarczyk, Koszalin, 1998",3q2r1/p2b1k2/1pnBp1N1/3p1pQP/6P1/5R2/2r2P2/4RK2 w - - 1 0,1. Nh8+ Rxh8 2. Qg6# 
Black to move.,"Veselin Topalov vs Garry Kasparov, Sofia, 1998",8/p4pk1/6p1/3R4/3nqN1P/2Q3P1/5P2/3r1BK1 b - - 0 1,1... Rxf1+ 2. Kxf1 Qh1# 
White to move.,"Etienne Bacrot vs Laurent Fressinet, Besancon, 1999 ",2r5/3nbkp1/2q1p1p1/1p1n2P1/3P4/2p1P1NQ/1P1B1P2/1B4KR w - - 1 0,1. Bxg6+ Kxg6 2. Qh5#
White to move.,"Ludwig Deutsch vs B Zambo, Zalakaros, 1999",r1bq1rkb/ppp2n1p/5n2/4p1NN/5pQ1/1BP5/PP3PPP/R1B1K2R w KQ - 1 0,1. Nxf7+ Nxg4 2. Nh6#
White to move.,"Maia Chiburdanidze vs Roman Slobodjan, Lippstadt, 2000",4r3/1b2r2p/p2p2k1/P1pP1R1N/3b4/1P1B3P/3n2P1/5R1K w - - 1 0,1. Re5+ Ne4 2. Rf6# 
White to move.,"Nana Dzagnidze vs Tsiala Kasoshvili, Tbilisi, 2000",2b3k1/1p5p/2p1n1pQ/3qB3/3P4/3B3P/r5P1/5RK1 w - - 1 0,1. Rf8+ Nxf8 2. Qg7# 
White to move.,"Gadir Guseinov vs Ernesto Fernandez Romero, Aviles, 2000",3rk2r/1pR2p2/b2BpPp1/p2p4/8/1P6/P4PPP/4R1K1 w - - 1 0,1. Rxe6+ fxe6 2. f7#
White to move.,"Luke McShane vs Bart Michiels, Brussels, 2000",4nr1k/1bq3pp/5p2/1p2pNQ1/3pP3/1B1P3R/1PP3PP/6K1 w - - 1 0,1. Rxh7+ Kxh7 2. Qh5# 
White to move.,"Valentina Golubenko vs Kerttu Oja, Narva, 2001",r1bk1r2/pp1n2pp/3NQ3/1P6/8/2n2PB1/q1B3PP/3R1RK1 w - - 1 0,1. Nxb7+ Bxb7 2. Qxd7# 
White to move.,"Boris Grachev vs Sergey Chapar, Chalkidiki, 2001",1rb2k2/pp3ppQ/7q/2p1n1N1/2p5/2N5/P3BP1P/K2R4 w - - 1 0,1. Qg8+ Ke7 2. Qd8# 
White to move.,"Katya Lahno vs Sofia Shepeleva, Kramatorsk, 2001",4r3/5p1k/2p1nBpp/q2p4/P1bP4/2P1R2Q/2B2PPP/6K1 w - - 1 0,1. Qxh6+ Kxh6 2. Rh3# 
Black to move.,"Iokhan Doukhine vs Nadezhda Kosintseva, Vladimir, 2002",2r3k1/6pp/4pp2/3bp3/1Pq5/3R1P2/r1PQ2PP/1K1RN3 b - - 0 1,1... Ra1+ 2. Kb2 Qa2# 
White to move.,"Axel Bachmann vs Vladimir Galakhov, Internet, 2003",6R1/5r1k/p6b/1pB1p2q/1P6/5rQP/5P1K/6R1 w - - 1 0,1. Rh8+ Kxh8 2. Qg8#
White to move.,"Magnus Carlsen vs Helgi Gretarsson, Rethymnon, 2003",r5q1/pp1b1kr1/2p2p2/2Q5/2PpB3/1P4NP/P4P2/4RK2 w - - 1 0,1. Bg6+ Kxg6 2. Qh5# 
White to move.,"Surya Ganguly vs M R Venkatesh, Calicut, 2003",2r1kb1r/p2b1ppp/3p4/Q2Np1B1/4P2P/8/PP4P1/4KB1n w k - 1 0,1. Qd8+ Rxd8 2. Nc7# 
Black to move.,"Jon Hammer vs Magnus Carlsen, Halkidiki, 2003 ",5rk1/ppp2pbp/3p2p1/1q6/4r1P1/1NP1B3/PP2nPP1/R2QR2K b - - 0 1,1... Qh5+ 2. gxh5 Rh4#
White to move.,"Michel Jadoul vs Gordon Plomp, Belgium, 2003",r2q1bk1/5n1p/2p3pP/p7/3Br3/1P3PQR/P5P1/2KR4 w - - 1 0,1. Qxg6+ hxg6 2. h7#  
Black to move.,"Gennadij Sagalchik vs Hikaru Nakamura, Buenos Aires, 2003",2b5/k2n1p2/p2q4/5R1B/2p4P/P1b5/KPQ1R3/6r1 b - - 0 1,1... Qxa3+ 2. Kxa3 Ra1# 
White to move.,"Zhu Chen vs Ioannis Papaioannou, Gerani, 2003",4Q3/r4ppk/3p3p/4pPbB/2P1P3/1q5P/6P1/3R3K w - - 1 0,1. Bg6+ fxg6 2. fxg6#
White to move.,"Nana Dzagnidze vs Inga Charkhalashvili, Tbilisi, 2004",rn5r/p4pp1/3n3p/qB1k4/3P4/4P3/PP2NPPP/R4K1R w - - 1 0,1. Nf4+ Ke4 2. Bd3# 
Black to move.,"Radomir Hacik vs Jozef Dlhy, Slovakia, 2004",r2r2k1/pp2bppp/2p1p3/4qb1P/8/1BP1BQ2/PP3PP1/2KR3R b - - 0 1,1... Qxc3+ 2. bxc3 Ba3#
White to move.,"Alexandra Kosteniuk vs Tatiana Shumiakina, Kazan, 2004",5R2/6k1/3K4/p6r/1p1NB3/1P4r1/8/8 w - - 1 0,1. Ne6+ Kh6 2. Rh8# 
White to move.,"Bathuyag Mongontuul vs Garcia Vicente, Calvia, 2004",5r2/1qp2pp1/bnpk3p/4NQ2/2P5/1P5P/5PP1/4R1K1 w - - 1 0,1. Nxf7+ Rxf7 2. c5# 
White to move.,"Vladimir Potkin vs Aleksandra Dimitrijevic, Internet, 2004",3nk1r1/1pq4p/p3PQpB/5p2/2r5/8/P4PPP/3RR1K1 w - - 1 0,1. Rxd8+ Qxd8 2. Qf7# 
Black to move.,"Tuuli Vahtra vs Valentina Golubenko, Tartu, 2004",5rk1/5ppp/pq6/1r3n2/2Q2P2/1P1N4/P1P1R1PP/4R2K b - - 0 1,1... Ng3+ 2. hxg3 Rh5#
White to move.,"M Calzetta vs K White, Gibraltar, 2005",1k3r2/4R1Q1/p2q1r2/8/2p1Bb2/5R2/pP5P/K7 w - - 1 0,1. Re8+ Rxe8 2. Qb7# 
Black to move.,"Marianna Kalinina vs Mariya Muzychuk, Evpatoria, 2005",2k1r2r/ppp3p1/3b4/3pq2b/7p/2NP1P2/PPP2Q1P/R5RK b - - 0 1,1... Bxf3+ 2. Rg2 Qxh2# 
Black to move.,"Natalia Zhukova vs Nadezhda Kosintseva, Elista, 2005",3k4/1p3Bp1/p5r1/2b5/P3P1N1/5Pp1/1P1r4/2R4K b - - 0 1,1... Rh2+ 2. Nxh2 g2# 
White to move.,"Camilla Baginskaite vs Ana-Cristina Calotescu, Turin, 2006",6k1/1r4np/pp1p1R1B/2pP2p1/P1P5/1n5P/6P1/4R2K w - - 1 0,1. Re8+ Nxe8 2. Rf8# 
White to move.,"Elina Danielian vs Michail Brodsky, Cappelle la Grande, 2006",8/p2q1p1k/4pQp1/1p1b2Bp/7P/8/5PP1/6K1 w - - 1 0,1. Bh6 Kxh6 2. Qh8# 
White to move.,"Kaido Kulaots vs Felix Levin, Gausdal, 2006",r7/6R1/ppkqrn1B/2pp3p/P6n/2N5/8/1Q1R1K2 w - - 1 0,1. Qb5+ axb5 2. axb5# 
White to move.,"Iweta Radziewicz vs Katharina Bacler, Germany, 2006",r2q1k1r/3bnp2/p1n1pNp1/3pP1Qp/Pp1P4/2PB4/5PPP/R1B2RK1 w - - 1 0,1. Qh6+ Rxh6 2. Bxh6#
White to move.,"James Sherwin vs Joshua Hall, Bristol, 2006",6rk/1r2pR1p/3pP1pB/2p1p3/P6Q/P1q3P1/7P/5BK1 w - - 1 0,1. Rxh7+ Kxh7 2. Bf8# 
White to move.,"Radoslaw Wojtaszek vs Darcy Lima, Turin, 2006",1r2Rr2/3P1p1k/5Rpp/qp6/2pQ4/7P/5PPK/8 w - - 1 0,1. Rxf7+ Rxf7 2. Qh8# 
White to move.,"Sergei Zhigalko vs Boguslaw Major, Warsaw, 2006",r4rk1/5Rbp/p1qN2p1/P1n1P3/8/1Q3N1P/5PP1/5RK1 w - - 1 0,1. Rxf8+ Kxf8 2. Qf7# 
White to move.,"Yuriy Kuzubov vs Alexander Van Beek, Gibraltar, 2007",7R/3r4/8/3pkp1p/5N1P/b3PK2/5P2/8 w - - 1 0,1. Rh6 Re7 2. Nd3# 
White to move.,"Robert Wade vs Colin Horton, Gibraltar, 2007",8/1R3p2/3rk2p/p2p2p1/P2P2P1/3B1PN1/5K1P/r7 w - - 1 0,1. Bf5+ Kf6 2. Nh5# 
White to move.,"Evgeny Agrest vs Axel Smith, Malme, 2008",8/5prk/p5rb/P3N2R/1p1PQ2p/7P/1P3RPq/5K2 w - - 1 0,1. Rxh6+ Kg8 2. Qa8#
White to move.,"James Berry vs Alexander Gorbunov, Tulsa, 2008",rqb2bk1/3n2pr/p1pp2Qp/1p6/3BP2N/2N4P/PPP3P1/2KR3R w - - 1 0,1. Qe6+ Kh8 2. Ng6# 
White to move.,"Jon Hammer vs Shakil Abu Sufian, Dresden, 2008",1Q6/r3R2p/k2p2pP/p1q5/Pp4P1/5P2/1PP3K1/8 w - - 1 0,1. Rxa7+ Qxa7 2. Qb5#
Black to move.,"Einora Juciute vs Alan Barton, Hastings, 2008",N5k1/5p2/6p1/6Pp/4bb1P/P5r1/7K/2R3R1 b - - 0 1,1... Rg2+ 2. Kh3 Rh2# 
White to move.,"Stephen Lukey vs solomon Celis, Dresden, 2008",3R4/3Q1p2/q1rn2kp/4p3/4P3/2N3P1/5P1P/6K1 w - - 1 0,1. Qg4+ Kf6 2. Nd5# 
Black to move.,"Rainer Polzin vs Alexander Motylev, Germany, 2008",6R1/2k2P2/1n5r/3p1p2/3P3b/1QP2p1q/3R4/6K1 b - - 0 1,1... Qh1+ 2. Kxh1 Bf2#
White to move.,"Eltaj Safarli vs Bela Khotenashvili, Baku, 2008",5r2/7p/3R4/p3pk2/1p2N2p/1P2BP2/6PK/4r3 w - - 1 0,1. g4+ hxg3+ 2. Nxg3#
White to move.,"Alexei Shirov vs Dmitry Andreikin, Sochi, 2008",7r/3kbp1p/1Q3R2/3p3q/p2P3B/1P5K/P6P/8 w - - 1 0,1. Qc6+ Kd8 2. Rd6#
White to move.,"Sanan Sjugirov vs Maxim Matlakov, St. Petersburg, 2008",r4r1k/p2p3p/bp1Np3/4P3/2P2nR1/3B1q2/P1PQ4/2K3R1 w - - 1 0,1. Rg8+ Rxg8 2. Nf7# 
White to move.,"Sanan Sjugirov vs Alexander Tjurin, Moscow, 2008",1r3b2/1bp2pkp/p1q4N/1p1n1pBn/8/2P3QP/PPB2PP1/4R1K1 w - - 1 0,1. Bf6+ Kxf6 2. Ng8# 
White to move.,"Peter Svidler vs Vassily Ivanchuk, Moscow, 2008",8/k1p1q3/Pp5Q/4p3/2P1P2p/3P4/4K3/8 w - - 1 0,1. Qc6 Kxa6 2. Qa8# 
Black to move.,"Dmitry Bocharov vs Dmitry Svetushkin, Budva, 2009",8/pp2k3/7r/2P1p1p1/4P3/5pq1/2R3N1/1R3BK1 b - - 0 1,1... f2+ 2. Rxf2 Qh2# 
Black to move.,"Zahar Efimenko vs Dimitri Reinderman, Wijk aan Zee, 2009",7k/p5b1/1p4Bp/2q1p1p1/1P1n1r2/P2Q2N1/6P1/3R2K1 b - - 0 1,1... Ne2+ 2. Kh2 Rh4# 
White to move.,"Alexander Grischuk vs Baadur Jobava, Khanty Mansyisk, 2009",8/p4q2/6k1/1p3rP1/3Q4/8/PPP5/K6R w - - 1 0,1. Rh6+ Kxg5 2. Qh4# 
Black to move.,"Arne Hagesaether vs Raymond Cannon, Hastings, 2009",2r3k1/1p3ppp/p3p3/7P/P4P2/1R2QbP1/6q1/1B2K3 b - - 0 1,1... Rc1+ 2. Qxc1 Qe2# 
Black to move.,"Maxim Rodshtein vs Ian Nepomniachtchi, Natanya, 2009",6r1/p6k/Bp3n1r/2pP1P2/P4q1P/2P2Q2/5K2/2R2R2 b - - 0 1,1... Ne4+ 2. Ke1 Qd2# 
Black to move.,"Iryna Zenyuk vs Sabina-Francesca Foisor, Saint Louis, 2009",8/8/8/5P2/R2p1N2/4n1r1/PP6/5k1K b - - 0 1,1... Ng4 2. Ng2 Rh3# 
White to move.,"Vladimir Akopian vs Vadim Zvjaginsev, Rijeka, 2010",r7/4k1Pp/2n1p2P/q2pp1N1/1p4P1/1P6/P4R2/1K1R4 w - - 1 0,1. Rf7+ Kd6 2. Ne4# 
White to move.,"Aleksandar Berelovich vs Francisco Vallejo Pons, Germany, 2010",2Q5/1p3p2/3b1k1p/3Pp3/4B1R1/4q1P1/r4PK1/8 w - - 1 0,1. Qd8+ Be7 2. Qh8# 
White to move.,"Mekhri Geldyeva vs Marvorii Nasriddinzoda, Khanty Mansyisk, 2010",8/5Qpk/p1R4p/P2p4/6P1/2rq4/5PPK/8 w - - 1 0,1. Rxh6+ Kxh6 2. Qh5# 
White to move.,"Suradj Hanoeman vs Rodolfo Varron Abelgas, Khanty Mansyisk, 2010",3n1k2/5p2/2p1bb2/1p2pN1q/1P2P3/2P3Q1/5PB1/3R2K1 w - - 1 0,1. Qg7+ Bxg7 2. Rxd8# 
White to move.,"David Howell vs Tomasz Warakomski, Germany, 2010",rnR5/p3p1kp/4p1pn/bpP5/5BP1/5N1P/2P2P2/2K5 w - - 1 0,1. Be5+ Kf7 2. Ng5#
White to move.,"Badr-Eddine Khelfallah vs Euler da Costa Moreira, Khanty Mansyisk, 2010",6rk/6p1/4R2p/p2pP2b/5Q2/2P2PB1/1q4PK/8 w - - 1 0,1. Rxh6+ gxh6 2. Qxh6# 
Black to move.,"Li Xueyi vs Ju Wenjun, Shanghai, 2010",1Q6/8/3p1pk1/2pP4/1p3K2/5R2/5qP1/4r3 b - - 0 1,1... Re4+ 2. Kxe4 Qd4# 
White to move.,"Liem Le Quang vs Phemelo Khetho, Khanty Mansyisk, 2010",r4r1k/pp5p/n5p1/1q2Np1n/1Pb5/6P1/PQ2PPBP/1RB3K1 w - - 1 0,1. Nf7+ Kg8 2. Nh6# 
White to move.,"Katrina Skinke vs Silvia Collas, Khanty Mansyisk, 2010",7k/p1p2bp1/3q1N1p/4rP2/4pQ2/2P4R/P2r2PP/4R2K w - - 1 0,1. Rxh6+ gxh6 2. Qxh6# 
Black to move.,"Wesley So vs Anish Giri, Wijk aan Zee, 2010 ",7k/2p3pp/p7/1p1p4/PP2pr2/B1P3qP/4N1B1/R1Qn2K1 b - - 0 1,1... Rf1+ 2. Kxf1 Qf2# 
White to move.,"Tanja Butschek vs Julia Krasnopeyeva, Germany, 2011",r1b2k2/1p1p1r1B/n4p2/p1qPp3/2P4N/4P1R1/PPQ3PP/R5K1 w - - 1 0,1. Rg8+ Ke7 2. Nf5#
White Mates in 2.,"Vladimir Fedoseev vs Tomi Nyback, Tallinn, 1/8/2012",8/8/2K2b2/2N2k2/1p4R1/1B3n1P/3r1P2/8 w - - 1 0,1. Be6+ Ke5 2. Re4#
Black Mates in 2.,"Nana Dzagnidze vs Gulnar Mammadova, Gaziantep, 3/2/2012",5R2/R5pp/2b1p1k1/5n2/p1r2PK1/8/7P/8 b - - 0 1,1... h5+ 2. Kh3 Rc3#
White Mates in 2.,"Mukhit Ismailov vs Pavel Potapov, Tashkent, 3/14/2012",8/3R3p/2b4k/p1p1B1p1/2n2PB1/3p1P2/P7/6K1 w - - 1 0,1. Bg7+ Kg6 2. f5# *
Black Mates in 2.,"Aleksej Aleksandrov vs Misraddin Iskandarov, Nakhchivan, 5/3/2012",6k1/1p5p/3P3r/4p3/2N1PBpb/PPr5/3R1P1K/5b1R b - - 0 1,1... Bxf2+ 2. Bxh6 Rh3# 
Black Mates in 2.,"Aleksa Strikovic vs Jasem Alhuwar, Paris, 7/7/2012",8/4n2k/b1Pp2p1/3Ppp1p/p2qP3/3B1P2/Q2NK1PP/3R4 b - - 0 1,1... Bxd3+ 2. Ke1 Qe3#
White Mates in 2.,"David Howell vs Aljoscha Feuerstack, Germany, 10/20/2012",k2r4/ppRn2p1/6p1/1P3p2/3p1B2/6P1/P4PBP/4n1K1 w - - 1 0,1. Bxb7+ Kb8 2. Rxd7#
White Mates in 2.,"Alexander Motylev vs David Baramidze, Germany, 10/21/2012",4rk2/1bq2p1Q/3p1bp1/1p1n2N1/4PB2/2Pp3P/1P1N4/5RK1 w - - 1 0,1. Bxd6+ Qe7 2. Qxf7#
White Mates in 2.,"Teodora Rogozenco vs Marina Gabriel, Germany, 12/2/2012",8/R7/pp1b2kp/1b1B1p2/5P1P/5KP1/P7/8 w - - 1 0,1. h5+ Kxh5 2. Bf7#
Black Mates in 2.,"Hendrik Kues vs Twan Burg, Germany, 12/9/2012",2b3k1/6p1/p2bp2r/1p1p4/3Np1B1/1PP1PRq1/P1R3P1/3Q2K1 b - - 0 1,1... Rh1+ 2. Kxh1 Qh2#
White Mates in 2.,"Pavel Tregubov vs Krishnan Sasikiran, Moscow, 2/12/2013",6k1/p2p2p1/8/3np1N1/1P5R/3q2P1/5RKP/8 w - - 1 0,1. Rh8+ Kxh8 2. Rf8#
Black Mates in 2.,"Danny Raznikov vs Zdenko Kozul, Skopje, 3/13/2013",2r3k1/3b2b1/5pp1/3P4/pB2P3/2NnqN2/1P2B2Q/5K1R b - - 0 1,1... Bh3+ 2. Qg2 Qf2#
White Mates in 2.,"Martin Zumsande vs Rainer Polzin, Germany, 4/7/2013",n3r1k1/Q4R1p/p5pb/1p2p1N1/1q2P3/1P4PB/2P3KP/8 w - - 1 0,1. Rf8+ Qxf8 2. Qxh7#
White Mates in 2.,"Michal Olszewski vs Mladen Palac, Bratto, 4/30/2013",2r5/2k4p/1p2pp2/1P2qp2/8/Q5P1/4PP1P/R5K1 w - - 1 0,1. Qe7+ Kb8 2. Qa7#
White Mates in 2.,"Gudmundur Kjartansson vs Sergey Fedorchuk, Legnica, 5/5/2013",6k1/4q1b1/p1p1p1Q1/1r4N1/4p3/1P5R/5P2/7K w - - 1 0,1. Rh8+ Kxh8 2. Qh7#
Black Mates in 2.,"Jan Musialkiewicz vs Elina Danielian, Legnica, 5/6/2013",5rk1/pb2npp1/1pq4p/5p2/5B2/1B6/P2RQ1PP/2r1R2K b - - 0 1,1... Qxg2+ 2. Qxg2 Rxe1#
Black Mates in 2.,"Miodrag Perunovic vs Alexey Kislinsky, Legnica, 5/7/2013",6k1/2R1Qpb1/3Bp1p1/1p2n2p/3q4/1P5P/2N2PPK/r7 b - - 0 1,1... Qf4+ 2. g3 Qxf2#
Black Mates in 2.,"Antonios Xylogiannopoulos vs Alexandru Manea, Legnica 5/7/2013",6k1/pp3p2/2p2np1/2P1pbqp/P3P3/2N2nP1/2Pr1P2/1RQ1RB1K b - - 0 1,1... Qxg3 2. fxg3 Rh2#
White Mates in 2.,"Vlad-Cristian Jianu vs Burak Firat, Legnica, 5/13/2013",6k1/p2rR1p1/1p1r1p1R/3P4/4QPq1/1P6/P5PK/8 w - - 1 0,1. Rh8+ Kxh8 2. Re8#
White Mates in 2.,"Hichem Hamdouchi vs Samy Shoker, Haguenau, 6/5/2013",7R/1bpkp3/p2pp3/3P4/4B1q1/2Q5/4NrP1/3K4 w - - 1 0,1. Qc6+ Bxc6 2. dxc6#
White Mates in 2.,"Sasa Martinovic vs Vitezslav Rasik, Meissen, 6/5/2013",1r3r1k/qp5p/3N4/3p2Q1/p6P/P7/1b6/1KR3R1 w - - 1 0,1. Qg8+ Rxg8 2. Nf7#
Black Mates in 2,"Alexander Areshchenko vs Sergei Zhigalko, Kiev, 6/6/2013",r3k2r/p3bpp1/2q1p1b1/1ppPP1B1/3n3P/5NR1/PP2NP2/K1QR4 b kq - 0 1,1... Nb3+ 2. axb3 Qa6#
Black Mates in 2.,"Aleksei Pridorozhni vs Yuriy Kuzubov, Voronezh, 6/15/2013",1r5k/3b3p/3p3b/2qPp3/Pnp4P/Q1N5/8/K5RR b - - 0 1,1... Nc2+ 2. Ka2 Qxa3#
Black Mates in 2.,"Tigran Kotanjian vs Tigran L. Petrosian, Jermuk 6/18/2013",1k1r4/pp5R/2p5/P5p1/7b/4Pq2/1PQ2P2/3NK3 b - - 0 1,1... Rxd1+ 2. Qxd1 Qxf2#
White Mates in 2.,"Maria Kursova vs Tijana Blagojevic, Belgrade, 7/23/2013",1r3k2/4R3/1p4Pp/p1pN1p2/2Pn1K2/1P6/1P6/8 w - - 1 0,1. g7+ Kg8 2. Nf6#
Black Mates in 2.,"Olena Martynkova vs Deimante Daulyte, Belgrade, 7/24/2013",5bk1/R4p1p/6p1/8/3p2K1/1Q4P1/1P3P1q/2r5 b - - 0 1,1... Qh5+ 2. Kf4 Qf5#
White Mates in 2.,"Ekaterini Pavlidou vs Bojana Bejatovic, Belgrade, 7/24/2013",3rr2k/pp1b2b1/4q1pp/2Pp1p2/3B4/1P2QNP1/P6P/R4RK1 w - - 1 0,1. Qxh6+ Kg8 2. Qxg7#
White Mates in 2.,"Cristina Adela Foisor vs Maja Velickovski-Kostic, Belgrade, 7/26/2013",3r2k1/6pp/1nQ1R3/3r4/3N2q1/6N1/n4PPP/4R1K1 w - - 1 0,1. Re8+ Kf7 2. R1e7#
White Mates in 2.,"Ana Srebrnic vs Laura Rogule, Belgrade, 8/2/2013",5bk1/6p1/5PQ1/pp4Pp/2p4P/P2r4/1PK5/8 w - - 1 0,1. f7+ Kh8 2. Qxh5#
Black to move.,"Madame de Remusat vs Napoleon I, Paris, 1802",r1b1kb1r/pppp1ppp/5q2/4n3/3KP3/2N3PN/PPP4P/R1BQ1B1R b kq - 0 1,1... Bc5+ 2. Kxc5 Qb6+ 3. Kd5 Qd6#
White to move.,"William Evans vs Alexander MacDonnell, London, 1826",r3k2r/ppp2Npp/1b5n/4p2b/2B1P2q/BQP2P2/P5PP/RN5K w kq - 1 0,1. Bb5+ c6 2. Qe6+ Qe7 3. Qxe7# 
White to move.,"William Evans vs Alexander MacDonnell, London, 1829 ",r1b3kr/ppp1Bp1p/1b6/n2P4/2p3q1/2Q2N2/P4PPP/RN2R1K1 w - - 1 0,1. Qxh8+ Kxh8 2. Bf6+ Kg8 3. Re8# 
Black to move.,"H Popert vs John Cochrane, London, 1841",r2n1rk1/1ppb2pp/1p1p4/3Ppq1n/2B3P1/2P4P/PP1N1P1K/R2Q1RN1 b - - 0 1,1... Qxf2+ 2. Rxf2 Rxf2+ 3. Kh1 Ng3# 
White to move.,"Daniel Harrwitz vs Bernhard Horwitz, London, 1846 ",3q1r1k/2p4p/1p1pBrp1/p2Pp3/2PnP3/5PP1/PP1Q2K1/5R1R w - - 1 0,1. Rxh7+ Kxh7 2. Rh1+ Kg7 3. Qh6# 
Black to move.,"Bernhard Horwitz vs Howard Staunton, London, 1846",6k1/ppp2ppp/8/2n2K1P/2P2P1P/2Bpr3/PP4r1/4RR2 b - - 0 1,1... g6+ 2. hxg6 hxg6+ 3. Kf6 Nd7#
Black to move.,"J Schulten vs Bernhard Horwitz, London, 1846",rn3rk1/p5pp/2p5/3Ppb2/2q5/1Q6/PPPB2PP/R3K1NR b - - 0 1,1... Qf1+ 2. Kxf1 Bd3+ 3. Ke1 Rf1# 
Black to move.,"NN vs Henry Bird, England, 1850",N1bk4/pp1p1Qpp/8/2b5/3n3q/8/PPP2RPP/RNB1rBK1 b - - 0 1,1... Ne2+ 2. Kh1 Ng3+ 3. Kg1 Rxf1# 
White to move.,"Adolf Anderssen vs Ernst Falkbeer, Berlin, 1851",8/2p3N1/6p1/5PB1/pp2Rn2/7k/P1p2K1P/3r4 w - - 1 0,1. Re3+ Kxh2 2. Bxf4+ Kh1 3. Rh3# 
White to move.,"Adolf Anderssen vs Lionel Kieseritzky, London, 1851",r1b1k1nr/p2p1ppp/n2B4/1p1NPN1P/6P1/3P1Q2/P1P1K3/q5b1 w - - 1 0,1. Nxg7+ Kd8 2. Qf6+ Nxf6 3. Be7# 
White to move.,"Adolf Anderssen vs G Lepge, Leipzig, 1855 ",1q2r3/k4p2/prQ2b1p/R7/1PP1B1p1/6P1/P5K1/8 w - - 1 0,1. Rxa6+ Rxa6 2. Qd7+ Kb6 3. c5# 
White to move.,"Louis Paulsen vs NN, 1857",r1bqr1k1/ppp2pp1/3p4/4n1NQ/2B1PN2/8/P4PPP/b4RK1 w - - 1 0,1. Qxf7+ Nxf7 2. Bxf7+ Kf8 3. Ng6# 
White to move.,"Paul Morphy vs NN, New Orleans, 1858",3r4/pp5Q/B7/k7/3q4/2b5/P4PPP/1R4K1 w - - 1 0,1. Rb5+ Ka4 2. Qc2+ Ka3 3. Qb3# 
White to move.,"A Saalbach vs H Pollmaecher, Leipzig, 1861",rnbk1b1r/ppqpnQ1p/4p1p1/2p1N1B1/4N3/8/PPP2PPP/R3KB1R w - - 1 0,1. Qe8+ Kxe8 2. Nf6+ Kd8 3. Nf7# 
White to move.,"Frederic Deacon vs Valentine Green, London, 1862",3rnr1k/p1q1b1pB/1pb1p2p/2p1P3/2P2N2/PP4P1/1BQ4P/4RRK1 w - - 1 0,1. Ng6+ Kxh7 2. Nxf8+ Kg8 3. Qh7# 
Black to move.,"J Robey vs Adolf Anderssen, London, 1862",8/Qp4pk/2p3b1/5p1p/3B3P/1P4P1/P1P1rnBK/3r4 b - - 0 1,1... Ng4+ 2. Kh3 Rh1+ 3. Bxh1 Rh2#
White to move.,"Louis Paulsen vs C Bollen, Dusseldorf, 1863",k7/1p1rr1pp/pR1p1p2/Q1pq4/P7/8/2P3PP/1R4K1 w - - 1 0,1. Rxa6+ bxa6 2. Qxa6+ Ra7 3. Qc8# 
Black to move.,"William Steinitz vs Henry Bird, London, 1866",3r1rk1/p1p4p/8/1PP1p1bq/2P5/3N1Pp1/PB2Q3/1R3RK1 b - - 0 1,1... Be3+ 2. Rf2 Qh2+ 3. Kf1 Qh1#
White to move.,"Joseph Blackburne vs Adolf Anderssen, Vienna, 1873",Q4R2/3kr3/1q3n1p/2p1p1p1/1p1bP1P1/1B1P3P/2PBK3/8 w - - 1 0,1. Qc8+ Kd6 2. Rxf6+ Re6 3. Rxe6# 
White to move.,"Joseph Blackburne vs Adolf Schwarz, Vienna, 1873 ",2rrk3/QR3pp1/2n1b2p/1BB1q3/3P4/8/P4PPP/6K1 w - - 1 0,1. Re7+ Kf8 2. Re8+ Kxe8 3. Qe7# 
Black to move.,"Consultants vs Mikhail Chigorin, St Petersburg, 1875",7k/pbp3bp/3p4/1p5q/3n2p1/5rB1/PP1NrN1P/1Q1BRRK1 b - - 0 1,1... Rxg3+ 2. hxg3 Qh1+ 3. Nxh1 Rg2# 
White to move.,"Johannes Zukertort vs William Potter, London, 1875",3r4/pR2N3/2pkb3/5p2/8/2B5/qP3PPP/4R1K1 w - - 1 0,1. Be5+ Kc5 2. Rc1+ Bc4 3. b4# 
White to move.,"Mikhail Chigorin vs Yakubovich, corr., 1879",5qrk/p3b1rp/4P2Q/5P2/1pp5/5PR1/P6P/B6K w - - 1 0,1. Qxh7+ Kxh7 2. Rh3+ Bh4 3. Rxh4# 
